user_id,recipient_id,content,post_type,created_at,viewed
795,509,"Error nesciunt fugit delectus beatae possimus optio quidem facere neque assumenda, temporibus officiis eius dolores eveniet explicabo voluptate praesentium vitae doloremque velit officia, dicta ratione dolorum culpa alias ex hic libero consequuntur expedita? Provident doloremque ut velit dolore quas, doloremque saepe sed tenetur laborum culpa, animi similique omnis repellat, veniam iusto dicta saepe, eveniet consectetur quasi totam molestiae accusantium.",message,2024-02-27 23:32:44,True
267,484,"Repudiandae doloremque soluta dolore numquam quae repellat, fugiat corporis vel consectetur sed voluptatem eum repudiandae fuga amet recusandae, magni id accusamus voluptas perferendis ea delectus repellendus eum aut. Nulla obcaecati beatae dignissimos itaque, ipsum aliquid quo nam maxime ipsa et voluptates blanditiis eius, autem aliquam molestiae explicabo odio alias veniam, fuga doloremque ab rerum nisi placeat a earum molestias.",message,2023-12-30 20:27:29,False
956,481,"Quisquam at commodi officia neque assumenda quae similique ipsam unde eius, enim deleniti optio quam corrupti inventore neque consequatur, quibusdam eligendi optio. Sequi odio atque, quo accusantium debitis non quidem saepe, explicabo molestias ea. Nulla ab sed cumque commodi culpa necessitatibus vitae, dicta repellat possimus quidem? Facilis quaerat ipsam exercitationem est vel, debitis eos numquam asperiores ullam adipisci minima odit fugiat consequuntur error voluptate, illum perferendis quisquam?",message,2024-01-27 10:02:06,False
177,828,"Iste quod optio consectetur repudiandae aspernatur officiis exercitationem maiores fugiat, odit dolor distinctio incidunt, unde iusto laudantium omnis asperiores consectetur iste, commodi soluta illo, reprehenderit labore alias veniam tempore et adipisci magnam inventore ea aliquid a? Culpa facere eveniet nobis accusantium, minima magnam delectus quo ipsam fugit repellat, eaque magnam necessitatibus mollitia, dolore quis vel cumque magni quae qui eaque aliquam mollitia porro? Iure corrupti optio tempore illum, voluptates sequi maiores iste?",message,2024-02-12 17:22:00,False
430,117,"Laboriosam sunt ad vitae aliquam, provident ratione sint natus voluptatum, at odio molestiae velit esse natus eligendi itaque quos ab accusamus alias, molestias beatae consectetur illo nisi tempore facere voluptatem officia veniam, eaque excepturi consequuntur soluta possimus facilis aliquid asperiores accusamus. Ullam qui sequi quibusdam sunt eum beatae porro modi molestiae soluta, aspernatur laborum nemo ullam? Est asperiores pariatur quidem magnam in et blanditiis reprehenderit, ratione aspernatur omnis explicabo minima ullam cum rerum repellat itaque, debitis nemo ipsum dolor minus facere consequatur quo dolore aut. Illum vitae sapiente exercitationem porro culpa nostrum qui omnis optio, totam a molestiae architecto blanditiis distinctio enim laboriosam pariatur?",message,2024-02-09 19:11:06,True
606,186,"Ab quidem rerum cumque praesentium tenetur magnam omnis, dolores perspiciatis facilis maiores illum repellat tenetur eius dolorem sapiente pariatur autem, accusamus quos eos exercitationem. Consectetur molestias adipisci harum tempora corporis omnis quia, fugiat id consequuntur necessitatibus temporibus veniam facere saepe eos tempora? Explicabo quo sapiente dolorem corporis neque veniam voluptatem repellendus, tenetur est iusto impedit rerum reiciendis labore, rerum veritatis sint quos impedit.",message,2024-02-03 09:48:29,True
544,0,"Veritatis totam natus iste similique officiis commodi delectus atque vero, debitis architecto iusto, perferendis repudiandae odio harum nam omnis soluta corporis suscipit animi officiis expedita. Atque saepe neque aut provident, eaque natus libero magni sequi soluta accusamus culpa alias, in laudantium nostrum molestias quos veritatis quia vero reprehenderit alias quisquam, necessitatibus alias optio doloremque consectetur officia aperiam hic ad provident magni.",story,2023-12-04 10:28:25,False
214,748,"Minima distinctio delectus reprehenderit reiciendis, ex aut nisi aliquam quibusdam corrupti ducimus minima quae, harum quis qui dolorum excepturi et obcaecati ex possimus praesentium eligendi quidem? Quae labore nisi recusandae eligendi at rerum impedit voluptas, reiciendis consequuntur quisquam nam nobis autem neque similique impedit, delectus nesciunt fugiat dolor.",message,2023-10-11 08:36:09,False
312,0,"Laboriosam esse dicta nulla, dolore porro odit soluta, obcaecati eveniet doloribus temporibus, consequuntur iusto laborum a, laborum enim debitis assumenda quis ipsum ipsa repellendus? Non amet recusandae ipsa sequi numquam officiis ullam quis dignissimos et, quod optio magni obcaecati tempora, facere reiciendis iste sed vero at placeat quo commodi fugit non accusamus.",story,2023-08-20 22:32:33,False
952,0,"Possimus laudantium laborum quod repudiandae cupiditate eveniet natus illo, in reprehenderit harum vitae optio ea maiores provident accusamus dignissimos odit, suscipit molestiae possimus, vel consectetur mollitia minus natus non incidunt aut earum, architecto nisi in tempora ullam ipsum ducimus. Dolorum quaerat beatae voluptate deleniti inventore ab sunt modi nemo, eaque et numquam ut dolorem doloremque expedita animi ipsa. Provident dolore vel odio impedit error dolores alias quibusdam velit, nemo saepe rerum quod, molestiae dolorum rerum explicabo eligendi repudiandae, quo voluptatum ipsa, minima aspernatur exercitationem repellat amet sapiente? Aut quod aliquam explicabo labore ipsam, sapiente repellat ab et eligendi libero assumenda, aliquam quo nihil facilis accusamus inventore suscipit?",story,2023-12-29 23:27:16,False
163,347,"Soluta reprehenderit vitae dolore ea velit sit optio, autem voluptatum ipsam doloremque doloribus perferendis quos, voluptates veritatis eius maxime repellat saepe reiciendis quis vero itaque dolore nulla, minima quo est incidunt a nobis, vitae provident expedita repudiandae cum pariatur ipsam dolorum vero assumenda harum culpa. Accusamus fuga reiciendis ab unde repellendus, dolorum animi itaque eaque exercitationem rerum ex eum, veniam officiis officia velit aspernatur iste quasi ipsum laudantium error eos?",message,2024-02-03 23:16:54,False
913,0,"A cum accusamus consequatur velit blanditiis esse sint dolores debitis repudiandae labore, architecto nesciunt vero, tenetur mollitia modi tempora suscipit, vel id consectetur, nesciunt nostrum ratione? Qui soluta quidem, enim ex ullam unde natus iusto, explicabo praesentium voluptatum magnam delectus quas assumenda odit obcaecati, quisquam similique nostrum nulla.",story,2024-01-28 09:16:52,False
647,0,"Rerum ipsa repellendus ratione libero, voluptates aliquid fugiat. Quidem non ab molestiae placeat eius sint, delectus iste placeat laudantium aut, qui est aut voluptatum ex voluptate sint eos, fugiat vel sed delectus similique illo ad, sint labore aperiam quo adipisci pariatur enim harum cum deserunt? Tempore facilis nobis, ipsum perspiciatis soluta tempore vitae, soluta eius dolore odio nesciunt iste enim, unde ducimus sed culpa, corrupti cum molestias maxime dicta blanditiis numquam excepturi perspiciatis assumenda reprehenderit? Distinctio sint minus adipisci, nostrum perspiciatis doloribus distinctio aut saepe deleniti minus, aperiam nostrum repudiandae unde quas, nulla aspernatur laboriosam?",story,2024-01-17 09:22:50,False
512,851,"Sed vitae dignissimos odit, aut autem et ad placeat dignissimos quos iure, sunt iste modi. Deserunt sunt dignissimos minus, nulla impedit sint quo, ducimus soluta illum facilis consequatur quae atque tempore laboriosam quaerat, similique quod minima accusamus facere praesentium porro fugiat magnam ipsum? Minus vitae dolorem quidem, aspernatur eligendi vel voluptatibus perferendis eveniet laudantium, debitis ipsum hic possimus, maxime nam quasi quae adipisci officiis nulla ipsa illo, odit quaerat accusantium ipsam ratione sint quo nemo autem? Tempora sequi maiores ipsum quo enim, impedit dolore consectetur ab facere tempore dolorum obcaecati commodi, beatae numquam perspiciatis eius, provident facere fuga corporis qui debitis aspernatur quia optio harum, voluptatum officiis totam nesciunt debitis nulla eos aspernatur ipsum ut commodi porro?",message,2023-09-24 14:30:38,False
668,0,"Tempore soluta aspernatur optio, officia odit dolore eos et accusamus recusandae veniam obcaecati quidem quibusdam perspiciatis, architecto atque aut ipsam quasi? Beatae dignissimos debitis odit reprehenderit voluptate repellendus, esse autem eius dolore obcaecati, libero officiis nisi ad.",story,2023-09-01 08:01:56,False
41,473,"Beatae a non, ipsum cumque beatae molestias iste consequuntur vitae iure magnam, ipsum consequuntur suscipit. Inventore adipisci omnis debitis earum quas assumenda rerum, voluptate dicta consequuntur quam vero, ab reiciendis dolore reprehenderit unde architecto enim voluptate laboriosam molestias nulla, soluta molestiae quia mollitia iure error? Distinctio repudiandae adipisci molestiae voluptatum perferendis facere, accusamus velit vel, illo nobis provident in at maiores libero fugit esse eveniet similique, expedita repudiandae inventore tempora amet at cumque.",message,2023-07-21 18:13:50,True
642,149,"Accusantium odit doloremque quos quam eligendi, et quae dolores quaerat aperiam illo quas repudiandae esse? Molestias temporibus fugiat sequi inventore, labore aliquam illo aspernatur, necessitatibus corporis doloremque facere nisi magnam nesciunt? Temporibus incidunt exercitationem praesentium, nulla voluptates saepe numquam quisquam vitae totam suscipit velit? Delectus cumque consectetur officia porro placeat iste nihil, facilis ratione illum, dolores et nam officiis, similique officiis est error ipsum porro, nulla vitae ea odit.",message,2023-07-07 09:34:19,True
557,0,"Maiores sit ad vitae minus, minima dolorem aliquid eligendi ullam doloribus doloremque repellat? Possimus fugit blanditiis praesentium cum at, voluptate iste eius tenetur similique provident aliquam, quo id pariatur fugit aliquid officia iure ea, perspiciatis sit dolorem adipisci aspernatur voluptatum ratione eveniet vero non omnis? Consequuntur distinctio nam vero quae fugiat et quasi vel ipsum, culpa dolorem quis quia cupiditate fugit eum excepturi explicabo, earum facere accusamus ea doloremque fugit vitae iste tempora qui perferendis sapiente. Voluptatem adipisci laudantium omnis est ducimus inventore nam saepe cum totam, voluptatum autem nesciunt voluptatibus corrupti veniam, nam soluta ipsum, officia non est quam adipisci.",story,2023-07-15 03:37:15,False
947,80,"Temporibus eaque minus, quo omnis iusto dicta sint molestias inventore tenetur, tempore eaque incidunt ratione sint temporibus error distinctio quos ipsum deserunt, tempore eveniet molestiae ipsam repellat ea numquam labore provident, hic amet voluptas ratione eos quidem obcaecati magni consequuntur pariatur ea mollitia? Corporis ullam est voluptas quod, aperiam eum blanditiis sunt ipsam molestias pariatur.",message,2024-01-20 13:46:05,False
157,0,"Qui dolor iste eius quis porro voluptatum ut fuga assumenda repellat odio, nemo temporibus pariatur delectus quas distinctio ut odit adipisci, unde hic nihil debitis aut corrupti provident ducimus quibusdam explicabo sit deleniti, numquam eius facere culpa cupiditate ullam atque tempore, cupiditate tempora soluta unde? Ducimus quia blanditiis facilis explicabo eius dicta nostrum eum non ab, voluptate nisi eaque vitae odio laudantium consequatur fugit natus fuga quos, labore doloribus reiciendis magnam quaerat ipsa ipsum esse aspernatur tempore eveniet, dolor temporibus ut iste, eos dolore recusandae blanditiis? Reiciendis aliquid quam nulla optio amet architecto, in delectus alias ex nobis consequatur totam suscipit dignissimos, dolores explicabo quas delectus repellendus, laborum ex voluptatum consequatur rerum voluptate veniam, neque dolores modi blanditiis sunt nulla molestiae dolore consequuntur aspernatur.",story,2024-01-26 07:51:42,False
556,909,"Itaque earum aliquam voluptatibus vero recusandae quisquam quas corrupti autem qui enim, ut numquam quo quos harum culpa voluptatibus quaerat eaque assumenda ipsa, a vero culpa error soluta repellat ipsa cum dolore nostrum repellendus alias? Tempora voluptate in recusandae saepe soluta, vero modi quos provident facilis quis ipsum beatae veniam voluptas nesciunt, iure facere possimus cupiditate at et quidem quia vero quo officia perspiciatis, quis explicabo voluptate eum reiciendis consectetur sapiente nesciunt minima, velit minus doloribus libero optio suscipit rem aliquid eveniet asperiores tempora autem? Dolorum tenetur quis, eius animi aut id, perferendis repellendus possimus, quasi eius corporis numquam reprehenderit corrupti recusandae ut illo consequatur, in veniam accusamus fuga aliquid quia eius nam corrupti alias?",message,2023-11-02 23:28:20,False
988,0,"Unde dignissimos nemo beatae id esse eum, vitae dolor ab pariatur rerum labore repudiandae, fuga officia inventore molestiae similique illum necessitatibus nobis vel iusto non, maxime voluptatem corporis consequuntur, dolor obcaecati ipsa dicta sequi ipsum necessitatibus facere omnis voluptatem vel. Aspernatur commodi beatae adipisci quo cum iusto molestias illum obcaecati, eveniet ab debitis velit odio totam tenetur eligendi dolor, iste quaerat voluptates laudantium, eius exercitationem consectetur sint similique eveniet, laboriosam voluptates ut ratione dignissimos culpa sed? Ut molestiae reprehenderit cum ipsam suscipit est neque nisi laborum adipisci quos, sed tenetur laudantium eveniet blanditiis dicta eius possimus. Amet sequi nisi perferendis nihil rerum ipsum dicta aliquid iusto consequuntur, velit vel veritatis dicta laudantium maiores atque, quidem necessitatibus quibusdam officia quos reiciendis suscipit ipsum rerum?",story,2024-02-21 02:08:17,False
330,192,"Expedita beatae aliquid consequuntur doloribus quasi, numquam id commodi atque error non est iste nulla explicabo accusantium, animi ad obcaecati facere ipsa iure molestias? Impedit repudiandae repellendus aliquam nesciunt nam asperiores velit iusto unde corporis, dolores expedita officiis odit, veritatis delectus eaque quasi accusantium qui mollitia, dicta earum iure consequuntur nam impedit ab tenetur inventore.",message,2024-01-15 20:14:20,False
196,0,"Cumque necessitatibus optio dignissimos rem atque aliquid, animi optio repudiandae nostrum eius quae unde enim quidem eaque expedita, distinctio illum eaque voluptates molestias. Quod unde consequatur modi cum deserunt officia ab eius laudantium nihil aperiam, possimus nulla est quod esse optio aut cupiditate rerum sint aspernatur provident, quia eos ratione suscipit provident odio, eaque ducimus officia culpa non maiores animi unde quibusdam, cumque nihil culpa dolore?",story,2023-10-12 04:27:19,False
226,0,"Ex quia itaque cumque unde ullam nemo similique, provident quos eius dolor aut, eos cum quia. Inventore quam error sapiente veniam dolorem, assumenda sed sint aliquid quasi nostrum corrupti voluptas impedit est? Architecto explicabo cupiditate laborum reiciendis corporis, quis esse soluta enim doloremque vero nulla ut illo quo nam excepturi, eveniet eius at placeat, dignissimos delectus nihil cum iste enim quo excepturi porro architecto earum, nostrum totam sed beatae delectus. Itaque cumque deserunt ipsa dignissimos eius assumenda, delectus deserunt ut architecto harum quaerat aspernatur nemo dolorem porro impedit cupiditate, alias perspiciatis voluptate dolore velit nostrum explicabo nobis perferendis, assumenda aliquid recusandae vitae provident molestiae, reiciendis doloremque deserunt?",story,2023-07-01 21:54:09,False
31,379,"Distinctio dolores nisi fuga enim, nesciunt tempore eligendi hic adipisci iure molestiae rerum animi, odit quia ratione illo nulla similique nostrum reiciendis, eum adipisci quaerat, optio illo eveniet itaque tempora impedit ullam quia. Obcaecati voluptas aliquid sapiente, repellendus dolorem ducimus porro cum eum laborum tenetur, est aliquid quos, incidunt eveniet est voluptatem, culpa suscipit labore ipsam eveniet quasi. Aliquid numquam nobis quibusdam laborum fugiat error harum perspiciatis reprehenderit repellendus, illo sunt numquam, pariatur laborum nostrum ratione distinctio quidem accusantium architecto doloremque a.",message,2023-08-05 17:01:17,False
134,0,"Laborum sequi eaque odit vel, rem minus ipsam iure officia voluptas consequatur error ea laudantium, exercitationem obcaecati eveniet consequuntur eos accusamus quibusdam illo voluptatem? Enim iste consequuntur alias, illum hic reprehenderit facilis mollitia?",story,2023-12-07 03:49:25,False
669,686,"Autem cumque maiores, quas commodi molestiae illo hic enim aliquid nesciunt officia dignissimos non, est ad adipisci distinctio quisquam molestias, temporibus vel ipsa porro similique nisi illum, at perspiciatis culpa eligendi veniam rerum? Vero expedita similique provident iusto dolore, libero nesciunt architecto deleniti odit, inventore iste doloremque dolor veritatis rerum quod perspiciatis alias quasi, explicabo rem veniam maxime praesentium commodi animi tenetur quos doloribus est, iusto quam voluptas cumque temporibus possimus quaerat commodi magni vitae.",message,2023-10-08 19:53:42,True
366,207,"Voluptatem natus corrupti, ad voluptate delectus beatae itaque praesentium sed officia et autem, repellat nisi corporis minima itaque qui nemo voluptas aut. Esse sapiente voluptatibus rerum expedita dolore, tempora cupiditate tempore ex voluptatum nisi rerum modi fugit, nemo temporibus ipsam vitae maxime qui autem laborum quo.",message,2023-07-23 21:14:57,True
872,0,"Perferendis soluta quis accusantium saepe beatae modi aspernatur earum fuga, ea fuga accusamus delectus libero facilis accusantium veniam rerum aspernatur, magnam incidunt ipsam ipsum omnis? Porro aspernatur fuga tempore autem officiis corporis qui, ullam molestiae ab beatae labore hic magni sapiente, aperiam error delectus animi provident id?",story,2023-07-12 19:11:07,False
339,0,"Doloribus accusantium ut maiores labore voluptas illum ipsum, maiores cupiditate exercitationem sapiente. Voluptatum eos nisi, aliquam quibusdam fugiat nam quae qui fuga quasi ea ab, accusantium voluptates assumenda sit error, consequatur modi reiciendis asperiores atque officia rerum necessitatibus blanditiis. Hic veniam natus ut recusandae, quas eos odit quaerat modi at quibusdam totam accusantium? Accusantium rem repellat laboriosam exercitationem ut velit ducimus quod sequi, earum fuga incidunt ducimus rerum esse quod laboriosam doloremque asperiores consectetur, quos quas consectetur, perferendis repellendus a nemo voluptas voluptates hic necessitatibus amet ipsam laboriosam vero, similique neque minima numquam hic.",story,2023-10-17 07:59:46,False
618,146,"Ratione eum eaque nisi ipsam harum sed ipsum rem, impedit magni molestiae facilis porro tempore perferendis veritatis expedita illo, animi ipsa nihil quos placeat eius dolor repellat sed iure dicta id, autem veritatis quos distinctio voluptates facere. Voluptatibus possimus incidunt, sapiente totam nemo? Fuga impedit deleniti architecto iure aliquid doloremque non quaerat, corporis beatae cupiditate est hic odit, maiores dolores ducimus dolore perspiciatis, ratione ab dignissimos saepe nihil eum beatae dolorem sequi dolore, non dolores atque officia cum provident fuga aut nemo fugit?",message,2024-02-11 06:02:04,False
164,975,"Maxime veritatis iure quisquam blanditiis id facilis quae ex mollitia, velit sed sapiente tempora, veniam neque placeat porro voluptas unde facilis ut corrupti, tenetur vel repellendus voluptatibus doloremque? Fuga unde dolore quas impedit inventore alias hic reprehenderit aliquam neque voluptates, officia odio dignissimos debitis voluptatum praesentium labore deserunt maiores accusamus, adipisci distinctio alias, ea quisquam fuga totam eius necessitatibus architecto molestias sapiente perspiciatis nisi illum, non provident totam aspernatur?",message,2024-01-22 10:18:11,False
960,759,"Voluptatibus tenetur omnis quod officiis facilis accusantium ad quibusdam nemo deserunt blanditiis, eos repudiandae est aliquam id amet similique minima accusantium suscipit sint, laborum id illo voluptate at corrupti est temporibus esse molestiae, iure sapiente illo omnis eligendi provident, ut atque eos dolorem nam aliquid odio quisquam praesentium accusantium sapiente eius? Nostrum amet quia provident blanditiis beatae repudiandae vitae laboriosam commodi repellat, ullam repellat officia veniam?",message,2024-01-03 14:56:28,False
15,322,"Ipsum suscipit vero aperiam amet nemo labore, excepturi aliquam consequuntur nulla, rem illo reiciendis numquam et delectus officiis architecto, quo obcaecati ex quia perspiciatis asperiores sunt corrupti nulla perferendis illo? Porro non dolorem culpa, quaerat nesciunt a reiciendis reprehenderit vero dolores et blanditiis doloremque earum, in accusamus dolor impedit quas cum exercitationem quibusdam quae, voluptas expedita sint ipsum cupiditate fuga nulla soluta?",message,2023-05-28 03:37:17,True
876,206,"Minima repellat voluptatibus, laudantium voluptatum fugit laborum accusamus porro officiis qui vel? Accusamus iste fuga laboriosam provident, quod praesentium nemo, doloremque corrupti eaque doloribus possimus quia, perspiciatis libero dolore maiores aut tenetur provident ab accusamus? Sint dolor facere earum id, reprehenderit minima obcaecati repellat facilis minus dolore quos aliquam quaerat, totam fuga nisi quod nostrum architecto enim consequatur assumenda porro aliquam dolore. Hic dicta expedita error pariatur delectus dolore reiciendis commodi, qui sapiente nostrum, cupiditate culpa asperiores expedita illo quis maxime sequi necessitatibus placeat pariatur?",message,2024-01-31 14:44:58,True
399,0,"Placeat iure reiciendis aspernatur dolores doloremque ea quo facilis, non consectetur sequi in nesciunt et ea illum doloribus, numquam magnam quos non repellat provident? Nostrum quasi possimus obcaecati recusandae magnam fuga voluptatum laudantium aliquid, autem saepe praesentium minus velit omnis corrupti cum eligendi tempora temporibus architecto, harum iure ab odit omnis est facere esse quae voluptatibus. Accusantium similique sequi ut quidem illum facere, aut excepturi est sit et architecto ipsum reprehenderit aliquid, quisquam iste laborum ipsum quia inventore nesciunt architecto fugiat nostrum consequuntur enim.",story,2024-01-23 22:03:21,False
